episode,discountedReturn,averageDiscountedReturn,episodeLength,averageEpisodeLength
152,-24.782969,-2.15444820149,7,10
153,-3.87420489,-2.16568844128,9,10
154,5.46166196365,-2.1161601919,15,10
155,-22.350181301,-2.24670226357,10,10
156,-0.478251611,-2.23536604144,10,10
157,-1.863351611,-2.23299652277,10,10
158,-4.3046721,-2.24610839352,8,10
159,-1.82030489,-2.24343038406,9,10
160,5.98816363519,-2.19198292144,12,10
161,-12.8361131,-2.25809553124,8,10
162,-3.93047996381,-2.26841889194,12,10
163,5.6953279,-2.21956154966,8,10
164,-3.142884401,-2.22519156704,10,10
165,4.95110317167,-2.18169887166,13,10
166,-2.065081301,-2.18099635617,10,10
167,5.21766696167,-2.13669298301,13,10
168,4.5749430555,-2.0967427685,14,10
169,4.78241678267,-2.05603768239,13,10
170,-22.3803905599,-2.17559269932,11,10
171,1.1010145501,-2.15643125342,11,10
172,6.35781693619,-2.10692981045,12,10
173,5.7454735501,-2.06154019565,11,10
174,5.6014530391,-2.01750000465,11,10
175,-23.782969,-2.14187411319,7,10
176,-4.6771059609,-2.1562788396,11,10
177,-4.18488241717,-2.16773987676,14,10
178,-5.27469489,-2.18519468021,9,10
179,-2.83485037807,-2.18882404165,14,10
180,6.3835971391,-2.14119947953,11,10
181,4.67992367205,-2.10351371627,16,10
182,6.12579511,-2.0582977337,9,10
183,-0.8656721,-2.05178065374,8,10
184,-9.26420489,-2.09097861154,9,10
185,5.97828414619,-2.04736097502,12,10
186,5.7024268291,-2.00569544919,11,10
187,5.6953279,-1.96451350614,8,10
188,5.16593524257,-1.92658558727,13,10
189,4.14920885444,-1.89443852673,20,10
190,-4.865081301,-1.9100734887,10,10
191,-1.17320585381,-1.90621554297,12,10
192,6.2057940391,-1.86396549306,11,10
193,5.05700821,-1.82810552569,20,11
194,-12.3046721,-1.88210844617,8,11
195,6.3304530391,-1.83999274625,11,11
196,-13.1336721,-1.89761355928,8,11
197,0.81138511,-1.883862297,9,10
198,-14.0596484039,-1.94535616622,12,11
199,-2.82755133208,-1.94978930776,14,11
200,-11.9897769889,-1.99998924617,15,11
201,3.79695216926,-1.97114874161,23,11
202,-4.3046721,-1.98270083745,8,11
203,-2.60927722208,-1.98578742062,14,11
204,6.513215599,-1.94412564111,10,11
205,5.48702960713,-1.90787610332,19,11
206,6.12579511,-1.86887769937,9,11
207,1.9,-1.85067056072,2,11
208,5.78828414619,-1.81394481694,12,11
209,6.2057940391,-1.77557286069,11,11
210,-3.87420489,-1.78556634655,9,11
211,0.22089511,-1.77605705054,9,11
212,-1.5946721,-1.77520146115,8,11
213,4.9874338545,-1.74345199958,14,11
214,5.922725599,-1.70762873977,10,11
215,-4.40564589,-1.72017765675,9,11
216,-3.49344053442,-1.72838720711,13,11
217,5.82412368267,-1.69358300946,13,11
218,-12.072969,-1.7411948718,7,11
219,6.04130773519,-1.70565833022,12,11
220,6.513215599,-1.66829981236,10,11
221,-3.018225401,-1.67440807294,10,11
222,-15.9049,-1.73850938793,7,11
223,6.21379642519,-1.70284882374,12,11
224,-0.047784401,-1.69546014328,10,11
225,5.61102972902,-1.66298685496,14,11
226,-23.31441,-1.75878961224,6,11
227,-0.67910489,-1.75403329188,9,11
228,5.8618940391,-1.72063010183,11,11
229,5.91203524257,-1.68729968548,13,11
230,-3.71816986743,-1.69612955584,13,11
231,4.93364604841,-1.66742922854,14,11
232,3.88435411,-1.64349912795,9,11
233,0.130018699,-1.63588746345,10,11
234,5.85621463519,-1.60386993312,12,11
235,4.72268525173,-1.57694842169,16,11
236,-16.7705721,-1.64132818304,8,11
237,1.03186409509,-1.63004889073,12,11
238,-4.2975731709,-1.64125697594,11,11
239,-12.6528986856,-1.68733079062,14,11
240,-24.31441,-1.78161028733,6,11
241,6.43960570609,-1.7474973579,12,11
242,0.22089511,-1.73936350472,9,11
243,-12.774325401,-1.78477487055,10,11
244,4.54670463519,-1.75882618405,12,11
245,-11.4046721,-1.79819698371,8,11
246,-2.427900283,-1.80075675322,18,11
247,-21.87541,-1.882030653,6,11
248,-22.4046721,-1.96478323948,8,11
249,-4.88887403833,-1.97652657603,13,11
250,-4.33364685381,-1.98595505714,12,11
251,6.12579511,-1.95363732739,9,11
252,5.9618940391,-1.92222648863,11,11
253,6.4314268291,-1.88920809607,11,11
254,-9.9064028609,-1.92077185499,11,11
255,-4.2725028609,-1.92999432952,11,11
256,-13.851,-1.97656075792,4,10
257,0.457190572195,-1.96709090839,16,11
258,-3.077274401,-1.97139394518,10,10
259,-4.76748398198,-1.98218965961,14,11
260,-5.6835570036,-1.99642568785,22,11
261,3.074215599,-1.97699794346,10,11
262,-33.1949,-2.09615024139,5,11
263,-2.177274401,-2.09645869827,10,11
264,-12.06420489,-2.13421531263,9,11
265,0,-2.12616166994,0,10
266,5.96840773519,-2.09573095789,12,10
267,0.198805599,-2.08713718801,10,10
268,-1.4700131,-2.08483448619,8,10
269,0.608315599,-2.07482277584,10,10
270,5.59435411,-2.046418417,9,10
271,6.04009381831,-2.01657888846,14,10
272,-9.0876411,-2.04257544071,8,10
273,5.17535416664,-2.01613613812,16,10
274,-4.918225401,-2.02672770477,21,11
275,6.513215599,-1.99567336548,10,11
276,0.3809179,-1.98706252756,8,10
277,-14.35250179,-2.03170310252,9,10
278,-1.6156469609,-2.03020649769,11,10
279,6.513215599,-1.99958491312,10,10
280,-4.07007225352,-2.00697951076,13,10
281,6.2714040391,-1.97751907108,11,10
282,6.40822464648,-1.94778239123,13,10
283,4.65250519622,-1.92445982025,15,11
284,6.0518940391,-1.89637406723,11,11
285,5.981774599,-1.86873144033,10,11
286,5.1518940391,-1.84418379879,11,11
287,-0.391684401,-1.83912282528,10,11
288,-9.9385721,-1.86724591304,8,10
289,-0.408437913419,-1.86219813449,13,10
290,-2.2160164499,-1.86341819765,11,10
291,5.613215599,-1.83772529801,10,10
292,-1.67271585381,-1.83716019717,12,10
293,6.513215599,-1.80866062107,10,10
294,-1.97420489,-1.80922369682,9,10
295,0.23015303455,-1.80231055536,15,11
296,5.62960570609,-1.77720273015,12,11
297,-1.16420489,-1.77513876436,9,10
298,5.53530511,-1.7506070735,9,10
299,-4.3046721,-1.759149097,8,10
300,6.513215599,-1.73157454802,10,10
301,-4.727251611,-1.74152696351,10,10
302,-4.555571301,-1.75084499112,10,10
303,-1.92907380491,-1.75143320502,12,10
304,-2.155081301,-1.75276099481,10,10
305,5.91526363519,-1.72761993045,12,10
306,5.1231561391,-1.70523177336,11,10
307,6.12579511,-1.67972354247,9,10
308,5.6953279,-1.65577857025,8,10
309,6.12579511,-1.63059548391,9,10
310,5.32083171831,-1.60817152519,14,10
311,-20.12054589,-1.66769684469,9,10
312,5.52015331802,-1.6446588634,14,10
313,3.439,-1.6284171418,4,10
314,6.4744735501,-1.60261175743,11,10
315,5.0838630391,-1.58138485331,11,10
316,6.0518940391,-1.55722890745,11,10
317,5.59072277792,-1.53468016396,14,10
318,-3.60320489,-1.5411849587,9,10
319,5.59435411,-1.51881649767,9,10
320,4.70880552932,-1.49935517883,16,10
321,5.8618940391,-1.47642293828,11,10
322,5.09203417167,-1.45602400315,13,10
323,-2.4046721,-1.45896099417,8,10
324,-2.87420489,-1.46332903088,9,10
325,-12.57443279,-1.49751704245,9,10
326,-2.4046721,-1.50029972667,8,10
327,5.73224562355,-1.47818185099,15,10
328,5.79740773519,-1.45600017542,12,10
329,-4.6042059609,-1.46556918996,11,10
330,6.3304530391,-1.44194488018,11,10
331,5.56161094885,-1.42078610124,19,10
332,4.68559,-1.40239340214,6,10
333,6.513215599,-1.37862280454,10,10
334,2.24659,-1.36776887399,6,10
335,-6.1520259609,-1.38205023842,11,10
336,-15.439069,-1.42388660379,7,10
337,5.01279915799,-1.40478664604,17,10
338,-4.395548511,-1.41363505392,10,10
339,6.13954513548,-1.3913542864,13,10
340,6.2714040391,-1.36881676191,11,10
341,-15.1725028609,-1.4092967798,11,10
342,0.928632706447,-1.40246072867,22,10
343,-9.397251611,-1.4257691569,10,10
344,-3.58207128961,-1.43203747705,17,10
345,0.469805599,-1.42652488842,10,10
346,-1.291684401,-1.42613517603,10,10
347,6.16596673519,-1.4042559198,12,10
348,-9.89441,-1.42865291429,6,10
349,-4.4255264499,-1.43723994448,11,10
350,5.8839835501,-1.41632216306,11,10
351,-0.383213757905,-1.41337883427,16,10
352,-15.661710611,-1.45385704955,10,10
353,4.60720317167,-1.43668690728,13,10
354,0.198805599,-1.43206687195,10,10
355,-17.5971131,-1.47760221344,8,10
356,-0.8656721,-1.47588330862,8,10
357,5.30484206049,-1.45688968014,19,11
358,5.08013678219,-1.43862982969,16,11
359,5.5424040391,-1.41918405289,11,11
360,-3.4046721,-1.42469929747,8,11
361,-8.33764589,-1.44384873401,9,11
362,-3.3046721,-1.44898913005,8,10
363,-0.96664589,-1.44766036079,9,10
364,-31.31441,-1.52971187079,6,10
365,5.70960463519,-1.50987812694,12,10
366,-3.87420489,-1.51633803613,9,10
367,5.73188407892,-1.49658811211,14,10
368,1.0182219391,-1.48975438914,11,10
369,-2.242884401,-1.49179539189,10,10
370,-13.46469489,-1.52415457972,9,10
371,-46.561,-1.64554769406,4,10
372,3.439,-1.6318795551,4,10
373,5.67153481831,-1.6122993557,14,10
374,-9.8656721,-1.63436719727,8,10
375,1.2967809391,-1.62655080224,11,10
376,5.9618940391,-1.60636876808,11,10
377,0.7915045501,-1.6000083614,11,10
378,6.10691773519,-1.57961966803,12,10
379,5.6014530391,-1.56067224664,11,10
380,5.51473834257,-1.54205274509,13,10
381,4.16162579183,-1.52708246021,16,10
382,6.16596673519,-1.50694358797,12,10
383,-2.4046721,-1.50928752665,8,10
384,5.613215599,-1.49073934142,10,10
385,5.857115599,-1.47165400392,10,10
386,0.80224563519,-1.46576307221,12,10
387,4.82913417167,-1.44949718786,13,10
388,5.3714040391,-1.43191754552,11,10
389,-2.072969,-1.4335654927,7,10
390,4.98490177858,-1.41710788432,16,10
391,5.6953279,-1.39891751147,8,10
392,6.082748389,-1.37983162907,10,10
393,-11.882969,-1.40655716945,7,10
394,3.7953279,-1.39335441547,8,10
395,-12.4256469609,-1.42128427001,11,10
396,-1.97420489,-1.4226805342,9,10
397,5.04486067822,-1.40638949841,16,10
398,1.9,-1.3980819871,2,10
399,5.57035785707,-1.38061722559,17,10
400,-4.3046721,-1.38792736277,8,10
401,5.31829372193,-1.37120361942,14,10
402,5.44670463519,-1.35424364864,12,10
403,-3.01711699198,-1.35836988522,14,10
404,-13.7758700709,-1.38910627182,11,10
405,3.3292279,-1.37745606399,8,10
406,-2.065081301,-1.37914972221,10,10
407,4.87219228562,-1.36379015954,18,10
408,6.0518940391,-1.34561446297,11,10
409,6.3835971391,-1.32671663509,11,10
410,-4.01514363442,-1.33327377412,13,10
411,-8.337784401,-1.35031637905,10,10
412,-5.592969,-1.36061407958,7,10
413,-4.17884116843,-1.36743787399,13,10
414,-2.586784401,-1.37038315545,10,10
415,1.1789250391,-1.36424024414,11,10
416,5.60461368267,-1.34748819143,13,10
417,5.12579511,-1.33196473028,9,10
418,-8.923125401,-1.35012540174,10,10
419,1.982910709,-1.34217066162,10,10
420,-5.0311955856,-1.35095405429,14,10
421,-0.2095721,-1.34824293326,8,10
422,-0.526081301,-1.34629468295,10,10
423,-1.6610141709,-1.34703870065,11,10
424,-2.55450047481,-1.34988648785,12,10
425,-4.0903905599,-1.35633473273,11,10
426,5.217031,-1.34090429674,7,10
427,-4.3985469609,-1.34806505239,11,10
428,6.12579511,-1.33060276229,9,10
429,-4.3046721,-1.33753532485,8,10
430,5.12579511,-1.32250432384,9,10
431,-8.578251611,-1.33933900432,10,10
432,-0.579225401,-1.33757948209,10,10
433,-1.367274401,-1.33764806158,10,10
434,-0.526081301,-1.33577809209,10,10
435,-1.91233426891,-1.33710350858,16,10
436,5.01913417167,-1.32252498179,13,10
437,-7.47861489,-1.33661214406,9,10
438,5.5204530391,-1.32095674409,11,10
439,-11.07420489,-1.34317371026,9,10
440,-9.443969,-1.36158460864,7,10
441,-4.215784401,-1.36805671702,10,10
442,-25.373459,-1.42236758191,7,10
443,1.0,-1.41689948353,1,10
444,6.12579511,-1.39991143264,20,10
445,0.0,-1.39676556426,1,10
446,-1.97420489,-1.39806027126,9,10
447,-15.051648511,-1.4286052114,10,10
448,5.9961766501,-1.4120320376,11,10
449,0.0191958245496,-1.40884444771,15,10
450,-2.02305947481,-1.41020936999,12,10
451,-4.31441,-1.41664883924,6,10
452,6.08913742519,-1.40004311741,12,10
453,5.1518940391,-1.38557967998,11,10
454,5.8618940391,-1.36961608148,11,10
455,-3.965081301,-1.37532040064,10,10
456,-13.35250179,-1.4015861493,9,10
457,5.05275998005,-1.38746285362,15,10
458,5.21670006652,-1.37304328392,21,10
459,-43.0049,-1.46374449681,5,10
460,-10.5046721,-1.48339868725,8,10
461,4.31890627167,-1.47081234244,24,10
462,6.3835971391,-1.45381145612,11,10
463,-4.077274401,-1.45947768278,10,10
464,4.9618940391,-1.44563851958,11,10
465,4.94197722727,-1.43190171153,20,10
466,-3.99086150391,-1.43739304155,12,10
467,6.1328940391,-1.42118257671,11,10
468,-1.16420489,-1.42063347909,9,10
469,-24.373459,-1.46957340558,7,10
470,-0.2625159609,-1.46700519825,11,10
471,6.05377363519,-1.45103751495,12,10
472,-2.56469489,-1.45339695854,9,10
473,5.53530511,-1.4386216899,9,10
474,5.24775636558,-1.42451540708,13,10
475,-2.315784401,-1.42639176285,10,10
476,-15.1780022648,-1.45528170088,12,10
477,5.70817696167,-1.44026396784,13,10
478,-3.87420489,-1.44535589445,9,10
479,5.28411432931,-1.43130689607,14,10
480,-3.965081301,-1.43658559275,10,10
481,-3.1949,-1.44024113206,5,10
482,-4.296784401,-1.44616757038,10,10
483,5.857115599,-1.43104690129,10,10
484,-19.982969,-1.46937731885,7,10
485,-2.882969,-1.47229194087,7,10
486,5.3228940391,-1.45831007672,11,10
487,5.11911463519,-1.44480407115,23,10
488,-3.83599194288,-1.44970404629,15,10
489,6.034918699,-1.43439806931,10,10
490,6.4314268291,-1.41834536544,11,10
491,-1.586784401,-1.41868841846,10,10
492,5.1048379,-1.40542921863,8,10
493,-0.51204280491,-1.4036170758,12,10
494,5.91866013293,-1.3887946523,14,10
495,0.4499250391,-1.38508006707,11,10
496,4.22969151606,-1.37375996307,16,10
497,-4.60916269704,-1.38026982772,15,10
498,0.41482514619,-1.37666521934,12,10
499,0.556867593691,-1.37279040408,21,10
500,-5.050263401,-1.38014535008,10,10
