episode,discountedReturn,averageDiscountedReturn,episodeLength,averageEpisodeLength
296,-5.934548511,-0.728984232618,10,12
297,-3.7942059609,-0.739304844497,11,12
298,-4.29828306381,-0.751247724428,12,12
299,1.9,-0.742380675182,2,12
300,2.97298934969,-0.729996108433,20,12
301,-14.9106264499,-0.777107837142,11,12
302,4.91590408005,-0.758256804304,15,12
303,4.63453530377,-0.740458810548,16,12
304,-4.782969,-0.753756541434,7,12
305,5.05764417167,-0.734702768604,13,12
306,-2.242884401,-0.739631466749,10,12
307,4.04775135012,-0.724037385913,16,12
308,2.47097278862,-0.713663976255,24,12
309,4.67022368267,-0.696240391598,13,12
310,6.513215599,-0.672984081951,10,12
311,5.01526363519,-0.654693896366,12,12
312,5.0518940391,-0.636403550419,11,12
313,-13.3046721,-0.676877251855,8,12
314,1.0,-0.671536878441,1,12
315,0.0,-0.669405015335,11,12
316,0.0,-0.667286645033,11,12
317,1.10333195814,-0.661701097389,22,12
318,-1.83327853095,-0.665385303155,15,12
319,-28.19,-0.751669361766,3,12
320,-2.065081301,-0.755773774076,10,12
321,0,-0.753419338643,0,12
322,-5.0902445856,-0.766887740031,14,12
323,-29.8196721,-0.856834440836,8,12
324,2.52335317233,-0.846401763017,19,12
325,1.06103253519,-0.840532734408,12,12
326,4.6424040391,-0.823713909949,11,12
327,2.87060203614,-0.812416307667,19,12
328,3.439,-0.799454672583,4,12
329,4.02949,-0.784777029201,6,12
330,-6.06277543095,-0.800770963752,15,12
331,2.44501296917,-0.790964969997,20,12
332,2.5561985324,-0.780883152219,18,12
333,0.387420489,-0.777374732876,21,12
334,4.38179383044,-0.761928120411,20,12
335,4.5643249866,-0.746028857405,16,12
336,-3.87420489,-0.755338905121,9,12
337,3.439,-0.74289279561,4,12
338,6.0518940391,-0.722789875981,11,12
339,-3.57572575113,-0.731205616025,20,12
340,0.424860810025,-0.727805420655,18,12
341,6.513215599,-0.706570754908,10,12
342,-3.01585352733,-0.713323043716,13,12
343,0,-0.711243384696,0,12
344,4.0857797545,-0.697298549989,14,12
345,6.12579511,-0.677521466917,9,12
346,4.5518797545,-0.662407590555,14,12
347,-2.242884401,-0.666962278769,10,12
348,2.629,-0.657491122796,4,12
349,-0.0706013547909,-0.655809490223,20,12
350,3.71657589705,-0.643316960545,18,12
351,-4.26992392313,-0.653649174113,27,12
352,-5.38048632558,-0.667077688748,24,12
353,4.784215599,-0.651634931559,10,12
354,5.17071368267,-0.635187619089,13,12
355,4.7953279,-0.619890392275,8,12
356,4.99203417167,-0.60412655923,13,12
357,-9.0,-0.627644412006,1,12
358,-0.89861489,-0.628401312782,9,12
359,5.73549952519,-0.610674569501,12,12
360,5.96840773519,-0.592399340877,12,12
361,4.16165191115,-0.579230223835,16,12
362,-5.7364171455,-0.593476596547,14,12
363,5.31579511,-0.577197611129,9,12
364,4.803215599,-0.562416256156,10,12
365,5.51960463519,-0.545753185221,12,12
366,4.24790209622,-0.53265576642,15,12
367,5.53171368267,-0.516131598983,13,12
368,2.931931,-0.50676186366,18,12
369,-4.07326910259,-0.516427194931,19,12
370,4.02911463519,-0.504141946741,12,12
371,3.3758379,-0.493683780038,8,12
372,5.922725599,-0.476435367729,10,12
373,3.83529660521,-0.464875764585,18,12
374,5.3057940391,-0.449446166179,11,12
375,-35.31441,-0.542419403069,6,12
376,1.59724984,-0.53672879338,27,12
377,6.12579511,-0.519056316183,9,12
378,5.20179885707,-0.503921778688,17,12
379,-0.809382345496,-0.504727743244,14,12
380,-2.58523815005,-0.51020277063,15,12
381,5.2714040391,-0.495027949607,11,12
382,-4.8314576856,-0.506379859911,14,12
383,-3.11611742442,-0.513193796111,13,12
384,3.89060463519,-0.501725571029,12,12
385,-3.36949142733,-0.509174313513,13,12
386,-4.386784401,-0.519219935501,10,12
387,-4.54305947481,-0.529617453691,12,12
388,1.0,-0.525675140666,1,12
389,-4.74557521095,-0.536523212826,15,12
390,-5.31441,-0.548774204588,6,12
391,-3.9481059609,-0.557468147699,11,12
392,4.97732087296,-0.543348787952,15,12
393,-2.29116272833,-0.547796151668,13,12
394,4.491284599,-0.535006606616,10,12
395,3.03364717024,-0.525972040092,19,12
396,6.06097578267,-0.509338333469,13,12
397,3.29843911832,-0.499746954497,16,12
398,0.599969143504,-0.496983848723,14,12
399,0.0,-0.495738275167,11,12
400,-2.45250179,-0.500630183954,9,12
401,0.0,-0.49938172963,11,12
